"","x"
"1",0
"2",3
"3",8
"4",23
"5",22
"6",39
"7",67
"8",54
"9",57
"10",80
"11",112
"12",100
"13",49
"14",48
"15",42
"16",34
"17",17
"18",19
"19",16
"20",23
"21",21
"22",20
"23",24
"24",15
"25",16
"26",16
"27",7
"28",9
"29",9
"30",12
"31",17
"32",31
"33",16
"34",26
"35",23
"36",16
"37",20
"38",20
"39",15
"40",21
"41",11
"42",16
"43",15
"44",16
"45",21
"46",34
"47",36
"48",16
"49",38
"50",32
"51",33
"52",34
"53",53
"54",54
"55",81
"56",130
"57",129
"58",57
"59",78
"60",69
"61",62
"62",59
"63",55
"64",50
"65",46
"66",39
"67",69
"68",34
"69",40
"70",23
"71",22
"72",11
"73",16
"74",12
"75",11
"76",13
"77",10
"78",7
"79",12
"80",18
"81",12
"82",2
"83",1
"84",4
"85",9
"86",11
"87",7
"88",4
"89",7
"90",12
"91",10
"92",22
"93",30
"94",30
"95",21
"96",7
"97",14
"98",28
"99",35
"100",55
"101",71
"102",69
"103",88
"104",90
"105",91
"106",62
"107",52
"108",43
"109",52
"110",92
"111",107
"112",100
"113",90
"114",84
"115",72
"116",81
"117",65
"118",55
"119",49
"120",51
"121",28
"122",17
"123",14
"124",13
"125",14
"126",19
"127",18
"128",7
"129",4
"130",3
"131",7
"132",7
"133",7
"134",6
"135",19
"136",13
"137",12
"138",6
"139",9
"140",7
"141",13
"142",19
"143",34
"144",40
"145",40
"146",34
"147",29
"148",17
"149",24
"150",16
"151",26
"152",42
"153",48
"154",40
"155",63
"156",81
"157",112
"158",148
"159",94
"160",136
"161",133
"162",141
"163",94
"164",74
"165",74
"166",127
"167",107
"168",78
"169",75
"170",81
"171",74
"172",56
"173",44
"174",49
"175",43
"176",62
"177",80
"178",76
"179",49
"180",22
"181",17
"182",18
"183",10
"184",9
"185",9
"186",11
"187",14
"188",14
"189",14
"190",18
"191",18
"192",8
"193",11
"194",6
"195",7
"196",11
"197",15
"198",23
"199",19
"200",14
"201",21
"202",23
"203",25
"204",40
"205",61
"206",64
"207",58
"208",45
"209",60
"210",119
"211",97
