"","x"
"1",0
"2",2
"3",5
"4",14
"5",26
"6",40
"7",67
"8",63
"9",61
"10",60
"11",102
"12",98
"13",60
"14",53
"15",45
"16",20
"17",21
"18",21
"19",18
"20",23
"21",22
"22",13
"23",12
"24",5
"25",5
"26",4
"27",4
"28",3
"29",1
"30",0
"31",0
"32",0
"33",2
"34",5
"35",17
"36",7
"37",11
"38",24
"39",12
"40",22
"41",16
"42",16
"43",12
"44",14
"45",26
"46",29
"47",36
"48",15
"49",33
"50",35
"51",38
"52",42
"53",54
"54",71
"55",107
"56",156
"57",111
"58",61
"59",70
"60",77
"61",54
"62",41
"63",41
"64",40
"65",34
"66",17
"67",40
"68",36
"69",52
"70",27
"71",20
"72",14
"73",19
"74",11
"75",17
"76",18
"77",12
"78",5
"79",10
"80",19
"81",6
"82",3
"83",3
"84",9
"85",8
"86",13
"87",12
"88",16
"89",12
"90",23
"91",24
"92",31
"93",22
"94",14
"95",8
"96",5
"97",14
"98",31
"99",36
"100",41
"101",52
"102",63
"103",61
"104",64
"105",73
"106",48
"107",39
"108",51
"109",56
"110",95
"111",108
"112",97
"113",91
"114",72
"115",73
"116",80
"117",68
"118",50
"119",47
"120",52
"121",47
"122",36
"123",21
"124",13
"125",10
"126",11
"127",8
"128",7
"129",3
"130",4
"131",9
"132",14
"133",13
"134",16
"135",22
"136",12
"137",20
"138",12
"139",16
"140",13
"141",10
"142",15
"143",26
"144",42
"145",39
"146",35
"147",27
"148",14
"149",18
"150",18
"151",26
"152",33
"153",38
"154",47
"155",74
"156",68
"157",142
"158",140
"159",109
"160",150
"161",157
"162",134
"163",97
"164",61
"165",59
"166",95
"167",86
"168",67
"169",56
"170",85
"171",80
"172",43
"173",58
"174",71
"175",56
"176",55
"177",66
"178",51
"179",41
"180",30
"181",29
"182",18
"183",14
"184",11
"185",11
"186",11
"187",13
"188",11
"189",16
"190",16
"191",14
"192",11
"193",22
"194",10
"195",8
"196",4
"197",1
"198",3
"199",6
"200",8
"201",8
"202",15
"203",23
"204",29
"205",40
"206",46
"207",57
"208",39
"209",65
"210",119
"211",86
