"","x"
"1",0
"2",0
"3",1
"4",9
"5",40
"6",23
"7",36
"8",45
"9",15
"10",19
"11",103
"12",97
"13",115
"14",131
"15",8
"16",10
"17",15
"18",35
"19",19
"20",45
"21",21
"22",5
"23",14
"24",16
"25",3
"26",10
"27",4
"28",9
"29",12
"30",7
"31",1
"32",24
"33",44
"34",19
"35",20
"36",13
"37",10
"38",13
"39",5
"40",13
"41",18
"42",22
"43",40
"44",78
"45",53
"46",74
"47",64
"48",21
"49",17
"50",5
"51",20
"52",42
"53",52
"54",129
"55",117
"56",178
"57",160
"58",7
"59",21
"60",7
"61",9
"62",27
"63",36
"64",11
"65",19
"66",20
"67",70
"68",35
"69",3
"70",1
"71",1
"72",3
"73",2
"74",5
"75",0
"76",1
"77",3
"78",7
"79",8
"80",11
"81",5
"82",1
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",1
"93",1
"94",6
"95",6
"96",8
"97",4
"98",8
"99",3
"100",9
"101",30
"102",60
"103",140
"104",78
"105",69
"106",46
"107",41
"108",60
"109",55
"110",60
"111",55
"112",4
"113",9
"114",33
"115",13
"116",48
"117",34
"118",47
"119",26
"120",39
"121",5
"122",9
"123",21
"124",2
"125",5
"126",3
"127",1
"128",3
"129",2
"130",3
"131",4
"132",6
"133",22
"134",21
"135",22
"136",28
"137",22
"138",13
"139",14
"140",9
"141",10
"142",19
"143",30
"144",31
"145",10
"146",17
"147",25
"148",17
"149",12
"150",18
"151",54
"152",40
"153",9
"154",15
"155",22
"156",26
"157",72
"158",86
"159",94
"160",76
"161",97
"162",50
"163",36
"164",16
"165",17
"166",37
"167",56
"168",48
"169",29
"170",137
"171",116
"172",39
"173",44
"174",85
"175",53
"176",70
"177",261
"178",146
"179",20
"180",26
"181",47
"182",41
"183",10
"184",6
"185",8
"186",7
"187",24
"188",13
"189",20
"190",29
"191",22
"192",17
"193",7
"194",3
"195",3
"196",11
"197",4
"198",1
"199",11
"200",46
"201",7
"202",5
"203",11
"204",16
"205",69
"206",81
"207",78
"208",52
"209",50
"210",34
"211",54
