"","x"
"1",0
"2",0
"3",0
"4",1
"5",1
"6",4
"7",7
"8",7
"9",26
"10",25
"11",38
"12",66
"13",44
"14",49
"15",56
"16",36
"17",29
"18",42
"19",22
"20",38
"21",16
"22",13
"23",33
"24",10
"25",9
"26",24
"27",4
"28",6
"29",11
"30",1
"31",15
"32",17
"33",10
"34",12
"35",11
"36",12
"37",15
"38",18
"39",13
"40",15
"41",21
"42",26
"43",19
"44",23
"45",35
"46",33
"47",41
"48",43
"49",50
"50",52
"51",56
"52",49
"53",62
"54",85
"55",116
"56",188
"57",132
"58",103
"59",119
"60",70
"61",160
"62",102
"63",114
"64",193
"65",65
"66",74
"67",160
"68",63
"69",130
"70",76
"71",80
"72",58
"73",25
"74",33
"75",23
"76",9
"77",17
"78",8
"79",7
"80",7
"81",9
"82",7
"83",9
"84",13
"85",5
"86",12
"87",11
"88",8
"89",10
"90",7
"91",17
"92",16
"93",19
"94",18
"95",9
"96",28
"97",28
"98",42
"99",49
"100",31
"101",58
"102",58
"103",25
"104",63
"105",54
"106",42
"107",71
"108",72
"109",156
"110",189
"111",105
"112",154
"113",124
"114",101
"115",175
"116",103
"117",112
"118",123
"119",129
"120",156
"121",86
"122",82
"123",74
"124",50
"125",60
"126",30
"127",11
"128",18
"129",10
"130",4
"131",20
"132",7
"133",6
"134",15
"135",11
"136",4
"137",9
"138",20
"139",8
"140",4
"141",26
"142",10
"143",29
"144",16
"145",31
"146",26
"147",30
"148",20
"149",49
"150",21
"151",49
"152",32
"153",33
"154",31
"155",46
"156",35
"157",74
"158",38
"159",60
"160",51
"161",100
"162",70
"163",70
"164",40
"165",132
"166",118
"167",75
"168",83
"169",121
"170",93
"171",111
"172",128
"173",56
"174",109
"175",100
"176",104
"177",119
"178",62
"179",68
"180",42
"181",42
"182",29
"183",32
"184",18
"185",23
"186",17
"187",14
"188",16
"189",20
"190",11
"191",7
"192",7
"193",17
"194",4
"195",10
"196",9
"197",5
"198",17
"199",6
"200",5
"201",18
"202",16
"203",9
"204",30
"205",41
"206",15
"207",55
"208",34
"209",31
"210",69
"211",29
