"","x"
"1",0
"2",2
"3",5
"4",15
"5",34
"6",40
"7",43
"8",51
"9",48
"10",63
"11",94
"12",73
"13",50
"14",48
"15",41
"16",37
"17",32
"18",26
"19",29
"20",36
"21",30
"22",25
"23",28
"24",11
"25",9
"26",13
"27",13
"28",8
"29",3
"30",4
"31",8
"32",22
"33",33
"34",29
"35",19
"36",11
"37",12
"38",15
"39",9
"40",13
"41",16
"42",21
"43",22
"44",25
"45",33
"46",26
"47",32
"48",14
"49",24
"50",30
"51",46
"52",49
"53",72
"54",85
"55",115
"56",143
"57",106
"58",65
"59",76
"60",68
"61",72
"62",59
"63",63
"64",65
"65",66
"66",50
"67",90
"68",41
"69",58
"70",27
"71",16
"72",10
"73",12
"74",7
"75",11
"76",9
"77",8
"78",6
"79",11
"80",14
"81",9
"82",1
"83",1
"84",4
"85",3
"86",5
"87",7
"88",8
"89",9
"90",22
"91",21
"92",25
"93",20
"94",17
"95",15
"96",7
"97",10
"98",19
"99",35
"100",42
"101",53
"102",57
"103",72
"104",88
"105",106
"106",75
"107",58
"108",53
"109",52
"110",88
"111",98
"112",85
"113",84
"114",62
"115",67
"116",75
"117",60
"118",48
"119",56
"120",51
"121",39
"122",19
"123",15
"124",11
"125",11
"126",20
"127",18
"128",13
"129",5
"130",10
"131",12
"132",15
"133",13
"134",12
"135",15
"136",7
"137",8
"138",7
"139",11
"140",9
"141",7
"142",9
"143",26
"144",34
"145",41
"146",33
"147",26
"148",18
"149",31
"150",28
"151",24
"152",32
"153",45
"154",48
"155",46
"156",48
"157",115
"158",121
"159",89
"160",124
"161",130
"162",110
"163",76
"164",54
"165",62
"166",92
"167",82
"168",59
"169",68
"170",84
"171",75
"172",52
"173",49
"174",55
"175",46
"176",52
"177",63
"178",49
"179",45
"180",27
"181",23
"182",23
"183",23
"184",7
"185",11
"186",13
"187",17
"188",16
"189",18
"190",18
"191",14
"192",9
"193",10
"194",3
"195",2
"196",4
"197",3
"198",6
"199",10
"200",11
"201",19
"202",23
"203",19
"204",30
"205",33
"206",41
"207",46
"208",42
"209",55
"210",126
"211",108
