"","x"
"1",0
"2",0
"3",4
"4",2
"5",3
"6",18
"7",32
"8",35
"9",32
"10",68
"11",17
"12",24
"13",27
"14",34
"15",115
"16",36
"17",3
"18",2
"19",0
"20",1
"21",1
"22",3
"23",4
"24",10
"25",21
"26",32
"27",11
"28",3
"29",11
"30",14
"31",7
"32",10
"33",7
"34",6
"35",12
"36",4
"37",2
"38",7
"39",10
"40",23
"41",9
"42",2
"43",6
"44",5
"45",9
"46",32
"47",12
"48",18
"49",41
"50",42
"51",13
"52",10
"53",27
"54",43
"55",112
"56",228
"57",254
"58",25
"59",3
"60",1
"61",4
"62",3
"63",6
"64",3
"65",2
"66",25
"67",77
"68",12
"69",4
"70",4
"71",19
"72",6
"73",15
"74",20
"75",1
"76",6
"77",6
"78",8
"79",4
"80",5
"81",6
"82",4
"83",4
"84",9
"85",4
"86",8
"87",17
"88",19
"89",8
"90",25
"91",52
"92",67
"93",90
"94",43
"95",40
"96",11
"97",21
"98",48
"99",9
"100",15
"101",4
"102",15
"103",7
"104",27
"105",164
"106",83
"107",85
"108",33
"109",48
"110",91
"111",27
"112",45
"113",45
"114",24
"115",29
"116",56
"117",35
"118",29
"119",22
"120",6
"121",14
"122",13
"123",24
"124",3
"125",12
"126",11
"127",5
"128",2
"129",0
"130",0
"131",0
"132",3
"133",14
"134",12
"135",7
"136",7
"137",10
"138",6
"139",4
"140",8
"141",9
"142",17
"143",4
"144",5
"145",3
"146",5
"147",22
"148",21
"149",31
"150",45
"151",38
"152",49
"153",190
"154",102
"155",151
"156",70
"157",122
"158",183
"159",91
"160",74
"161",315
"162",123
"163",38
"164",4
"165",7
"166",28
"167",44
"168",97
"169",192
"170",138
"171",123
"172",22
"173",54
"174",11
"175",67
"176",90
"177",30
"178",27
"179",16
"180",14
"181",13
"182",20
"183",22
"184",31
"185",0
"186",1
"187",5
"188",10
"189",28
"190",51
"191",24
"192",13
"193",25
"194",10
"195",6
"196",2
"197",2
"198",2
"199",17
"200",26
"201",40
"202",13
"203",28
"204",52
"205",21
"206",54
"207",16
"208",36
"209",57
"210",51
"211",70
