"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",1
"8",0
"9",1
"10",1
"11",9
"12",1
"13",1
"14",0
"15",17
"16",3
"17",4
"18",1
"19",0
"20",14
"21",10
"22",11
"23",0
"24",1
"25",4
"26",11
"27",1
"28",2
"29",2
"30",2
"31",17
"32",3
"33",6
"34",12
"35",15
"36",14
"37",7
"38",10
"39",32
"40",11
"41",26
"42",6
"43",8
"44",21
"45",7
"46",9
"47",32
"48",17
"49",11
"50",15
"51",3
"52",52
"53",17
"54",67
"55",2
"56",38
"57",57
"58",35
"59",48
"60",3
"61",186
"62",157
"63",18
"64",123
"65",6
"66",148
"67",157
"68",54
"69",105
"70",20
"71",5
"72",42
"73",46
"74",21
"75",1
"76",9
"77",21
"78",7
"79",39
"80",6
"81",6
"82",6
"83",3
"84",1
"85",13
"86",2
"87",9
"88",3
"89",4
"90",10
"91",13
"92",7
"93",2
"94",1
"95",33
"96",14
"97",9
"98",1
"99",18
"100",14
"101",12
"102",11
"103",12
"104",23
"105",113
"106",14
"107",35
"108",16
"109",172
"110",48
"111",18
"112",129
"113",17
"114",188
"115",150
"116",176
"117",4
"118",1
"119",379
"120",326
"121",127
"122",1
"123",20
"124",73
"125",108
"126",61
"127",6
"128",54
"129",36
"130",39
"131",29
"132",25
"133",22
"134",9
"135",99
"136",16
"137",16
"138",13
"139",8
"140",2
"141",2
"142",42
"143",25
"144",10
"145",23
"146",7
"147",31
"148",8
"149",83
"150",13
"151",34
"152",15
"153",24
"154",98
"155",29
"156",94
"157",52
"158",150
"159",98
"160",25
"161",88
"162",392
"163",65
"164",71
"165",67
"166",229
"167",494
"168",6
"169",201
"170",81
"171",472
"172",146
"173",22
"174",209
"175",141
"176",214
"177",5
"178",68
"179",202
"180",44
"181",31
"182",22
"183",56
"184",92
"185",11
"186",26
"187",4
"188",27
"189",8
"190",11
"191",16
"192",6
"193",3
"194",20
"195",2
"196",3
"197",5
"198",9
"199",1
"200",2
"201",3
"202",26
"203",9
"204",3
"205",7
"206",4
"207",9
"208",15
"209",10
"210",31
"211",36
