"","x"
"1",0
"2",0
"3",1
"4",3
"5",10
"6",25
"7",42
"8",45
"9",60
"10",48
"11",62
"12",78
"13",61
"14",62
"15",41
"16",35
"17",36
"18",29
"19",20
"20",35
"21",23
"22",14
"23",24
"24",8
"25",5
"26",6
"27",5
"28",10
"29",7
"30",4
"31",6
"32",16
"33",21
"34",28
"35",26
"36",15
"37",15
"38",12
"39",11
"40",17
"41",11
"42",15
"43",11
"44",15
"45",15
"46",22
"47",14
"48",15
"49",32
"50",33
"51",28
"52",27
"53",30
"54",50
"55",71
"56",123
"57",112
"58",51
"59",65
"60",61
"61",55
"62",37
"63",46
"64",45
"65",31
"66",16
"67",44
"68",30
"69",32
"70",20
"71",17
"72",15
"73",12
"74",11
"75",12
"76",6
"77",4
"78",5
"79",7
"80",11
"81",10
"82",5
"83",6
"84",11
"85",9
"86",12
"87",11
"88",10
"89",14
"90",25
"91",25
"92",23
"93",27
"94",28
"95",18
"96",6
"97",8
"98",21
"99",31
"100",47
"101",65
"102",61
"103",79
"104",84
"105",94
"106",82
"107",55
"108",52
"109",54
"110",73
"111",82
"112",80
"113",77
"114",67
"115",70
"116",62
"117",51
"118",43
"119",41
"120",46
"121",43
"122",29
"123",20
"124",14
"125",13
"126",18
"127",18
"128",19
"129",10
"130",6
"131",7
"132",9
"133",10
"134",11
"135",10
"136",8
"137",7
"138",8
"139",14
"140",14
"141",12
"142",20
"143",37
"144",31
"145",39
"146",51
"147",37
"148",16
"149",17
"150",16
"151",16
"152",21
"153",34
"154",40
"155",47
"156",54
"157",107
"158",113
"159",89
"160",133
"161",149
"162",159
"163",118
"164",97
"165",91
"166",109
"167",103
"168",83
"169",82
"170",87
"171",88
"172",52
"173",46
"174",55
"175",46
"176",65
"177",76
"178",73
"179",49
"180",29
"181",15
"182",13
"183",7
"184",6
"185",5
"186",3
"187",9
"188",11
"189",7
"190",10
"191",13
"192",14
"193",17
"194",7
"195",6
"196",3
"197",4
"198",4
"199",9
"200",14
"201",15
"202",11
"203",11
"204",12
"205",26
"206",35
"207",46
"208",52
"209",91
"210",166
"211",118
